date,store_nbr,family,predicted_sales
2017-08-19,1,HARDWARE,46.489026661769685
2017-08-20,1,HARDWARE,45.11344738169336
2017-08-16,1,HOME AND KITCHEN I,48.511897744007086
2017-08-17,1,HOME AND KITCHEN I,46.360498069488145
2017-08-18,1,HOME AND KITCHEN I,52.670551739739054
2017-08-19,1,HOME AND KITCHEN I,48.0207814087029
2017-08-20,1,HOME AND KITCHEN I,46.073741413836856
2017-08-16,1,HOME AND KITCHEN II,48.511897744007086
2017-08-17,1,HOME AND KITCHEN II,46.360498069488145
2017-08-18,1,HOME AND KITCHEN II,52.251137041358675
2017-08-19,1,HOME AND KITCHEN II,48.0207814087029
2017-08-20,1,HOME AND KITCHEN II,46.073741413836856
2017-08-16,1,HOME APPLIANCES,42.51568211508269
2017-08-17,1,HOME APPLIANCES,46.360498069488145
2017-08-18,1,HOME APPLIANCES,51.13879699280584
2017-08-19,1,HOME APPLIANCES,46.489026661769685
2017-08-20,1,HOME APPLIANCES,45.11344738169336
2017-08-16,1,HOME CARE,71.28394689660377
2017-08-17,1,HOME CARE,58.28766380096007
2017-08-18,1,HOME CARE,61.30130314203789
2017-08-19,1,HOME CARE,57.36309503492394
2017-08-20,1,HOME CARE,55.41605504005789
2017-08-16,1,LADIESWEAR,48.511897744007086
2017-08-17,1,LADIESWEAR,46.360498069488145
2017-08-18,1,LADIESWEAR,51.13879699280584
2017-08-19,1,LADIESWEAR,47.06048737655941
2017-08-20,1,LADIESWEAR,45.65432671545648
2017-08-16,1,LAWN AND GARDEN,48.511897744007086
2017-08-17,1,LAWN AND GARDEN,46.360498069488145
2017-08-18,1,LAWN AND GARDEN,51.71025770759556
2017-08-19,1,LAWN AND GARDEN,47.06048737655941
2017-08-20,1,LAWN AND GARDEN,46.073741413836856
2017-08-16,1,LINGERIE,48.511897744007086
2017-08-17,1,LINGERIE,46.360498069488145
2017-08-18,1,LINGERIE,51.13879699280584
2017-08-19,1,LINGERIE,47.06048737655941
2017-08-20,1,LINGERIE,45.65432671545648
2017-08-16,1,"LIQUOR,WINE,BEER",55.530310010769625
2017-08-17,1,"LIQUOR,WINE,BEER",52.746847510100544
2017-08-18,1,"LIQUOR,WINE,BEER",52.80003553560345
2017-08-19,1,"LIQUOR,WINE,BEER",48.861827428489484
2017-08-20,1,"LIQUOR,WINE,BEER",38.515804298610384
2017-08-16,1,MAGAZINES,48.55599495369849
2017-08-17,1,MAGAZINES,46.360498069488145
2017-08-18,1,MAGAZINES,51.13879699280584
2017-08-19,1,MAGAZINES,47.06048737655941
2017-08-20,1,MAGAZINES,42.73860883579807
2017-08-16,1,MEATS,116.89743285304445
2017-08-17,1,MEATS,78.00373382030118
2017-08-18,1,MEATS,83.36450285014837
2017-08-19,1,MEATS,66.25514751870328
2017-08-20,1,MEATS,58.74446709442274
2017-08-16,1,PERSONAL CARE,89.49002111542295
2017-08-17,1,PERSONAL CARE,58.450098110360614
2017-08-18,1,PERSONAL CARE,66.38732154290645
2017-08-19,1,PERSONAL CARE,62.44911343579262
2017-08-20,1,PERSONAL CARE,58.511919740042735
2017-08-16,1,PET SUPPLIES,48.45033106949875
2017-08-17,1,PET SUPPLIES,46.25483418528841
2017-08-18,1,PET SUPPLIES,51.033133108606116
2017-08-19,1,PET SUPPLIES,46.95482349235969
2017-08-20,1,PET SUPPLIES,45.45671247807537
2017-08-16,1,PLAYERS AND ELECTRONICS,48.45033106949875
2017-08-17,1,PLAYERS AND ELECTRONICS,46.25483418528841
2017-08-18,1,PLAYERS AND ELECTRONICS,51.033133108606116
2017-08-19,1,PLAYERS AND ELECTRONICS,46.95482349235969
2017-08-20,1,PLAYERS AND ELECTRONICS,45.99759181183848
2017-08-16,1,POULTRY,113.89409805569571
2017-08-17,1,POULTRY,78.00373382030118
2017-08-18,1,POULTRY,83.36450285014837
2017-08-19,1,POULTRY,72.73388034181924
2017-08-20,1,POULTRY,36.99430079337559
2017-08-16,1,PREPARED FOODS,48.90903290776289
2017-08-17,1,PREPARED FOODS,46.25483418528841
2017-08-18,1,PREPARED FOODS,52.56488785553933
2017-08-19,1,PREPARED FOODS,47.91511752450318
2017-08-20,1,PREPARED FOODS,46.41700651021886
2017-08-16,1,PRODUCE,185.53457423255315
2017-08-17,1,PRODUCE,121.98284224199685
2017-08-18,1,PRODUCE,129.78671966831988
2017-08-19,1,PRODUCE,114.49858541579863
2017-08-20,1,PRODUCE,100.6791763555034
2017-08-16,1,SCHOOL AND OFFICE SUPPLIES,42.46153342305304
2017-08-17,1,SCHOOL AND OFFICE SUPPLIES,46.262252167767095
2017-08-18,1,SCHOOL AND OFFICE SUPPLIES,51.04055109108479
2017-08-19,1,SCHOOL AND OFFICE SUPPLIES,46.390780760048635
2017-08-20,1,SCHOOL AND OFFICE SUPPLIES,45.46413046055404
2017-08-16,1,SEAFOOD,48.45774905197744
2017-08-17,1,SEAFOOD,46.262252167767095
2017-08-18,1,SEAFOOD,51.61201180587451
2017-08-19,1,SEAFOOD,47.50312080860147
2017-08-20,1,SEAFOOD,46.42442449269753
2017-08-16,2,AUTOMOTIVE,45.4650976311955
2017-08-17,2,AUTOMOTIVE,43.14932255303407
2017-08-18,2,AUTOMOTIVE,49.18077620918801
2017-08-19,2,AUTOMOTIVE,52.1289883104947
2017-08-20,2,AUTOMOTIVE,51.284456638128944
2017-08-16,2,BABY CARE,218.8203332664615
2017-08-17,2,BABY CARE,56.37724488290536
2017-08-18,2,BABY CARE,50.74262627902583
2017-08-19,2,BABY CARE,54.143359859828045
2017-08-20,2,BABY CARE,56.24064348574967
2017-08-16,2,BEAUTY,45.4650976311955
2017-08-17,2,BEAUTY,43.14932255303407
2017-08-18,2,BEAUTY,49.18077620918801
2017-08-19,2,BEAUTY,52.1289883104947
2017-08-20,2,BEAUTY,51.82533597189206
2017-08-16,2,BEVERAGES,161.4389473574262
2017-08-17,2,BEVERAGES,24.541179219699725
2017-08-18,2,BEVERAGES,130.93355869482073
2017-08-19,2,BEVERAGES,111.06756036826874
2017-08-20,2,BEVERAGES,131.84430127722484
2017-08-16,2,BOOKS,218.8203332664615
2017-08-17,2,BOOKS,56.37724488290536
2017-08-18,2,BOOKS,50.71253095612123
2017-08-19,2,BOOKS,54.113264536923445
2017-08-20,2,BOOKS,56.21054816284507
2017-08-16,2,BREAD/BAKERY,141.03469568874857
2017-08-17,2,BREAD/BAKERY,75.8063811231026
2017-08-18,2,BREAD/BAKERY,92.75365701012093
2017-08-19,2,BREAD/BAKERY,99.51320002015372
2017-08-20,2,BREAD/BAKERY,95.36437022861337
2017-08-16,2,CELEBRATION,45.4650976311955
2017-08-17,2,CELEBRATION,43.14932255303407
2017-08-18,2,CELEBRATION,49.18077620918801
2017-08-19,2,CELEBRATION,52.0988929875901
2017-08-20,2,CELEBRATION,51.79524064898746
2017-08-16,2,CLEANING,158.2497525248944
2017-08-17,2,CLEANING,75.8063811231026
2017-08-18,2,CLEANING,92.75365701012093
2017-08-19,2,CLEANING,99.51320002015372
2017-08-20,2,CLEANING,86.91957522823722
2017-08-16,2,DAIRY,177.698017074843
2017-08-17,2,DAIRY,91.97001340022267
2017-08-18,2,DAIRY,91.976077542199
2017-08-19,2,DAIRY,98.73562055223178
2017-08-20,2,DAIRY,112.49010177990188
2017-08-16,2,DELI,92.56332136674932
2017-08-17,2,DELI,64.12630787757891
2017-08-18,2,DELI,73.93391824235252
2017-08-19,2,DELI,74.21472842926931
2017-08-20,2,DELI,75.51617609514213
2017-08-16,2,EGGS,77.04299292044196
2017-08-17,2,EGGS,58.49603327941993
2017-08-18,2,EGGS,64.72375138074909
2017-08-19,2,EGGS,68.83604718547349
2017-08-20,2,EGGS,73.10015491539926
2017-08-16,2,FROZEN FOODS,53.661657523160414
2017-08-17,2,FROZEN FOODS,49.73645549604995
2017-08-18,2,FROZEN FOODS,59.544065860823544
2017-08-19,2,FROZEN FOODS,63.65636166554796
2017-08-20,2,FROZEN FOODS,56.14016576550841
2017-08-16,2,GROCERY I,331.58293666740724
2017-08-17,2,GROCERY I,85.33647641380402
2017-08-18,2,GROCERY I,70.99032060400349
2017-08-19,2,GROCERY I,63.58124511707665
2017-08-20,2,GROCERY I,112.67731877737982
2017-08-16,2,GROCERY II,45.50150572995649
2017-08-17,2,GROCERY II,43.35010605543755
2017-08-18,2,GROCERY II,50.91331445852471
2017-08-19,2,GROCERY II,54.45108716551196
2017-08-20,2,GROCERY II,53.20590579754166
2017-08-16,2,HARDWARE,45.50150572995649
2017-08-17,2,HARDWARE,43.35010605543755
2017-08-18,2,HARDWARE,49.38155971159149
2017-08-19,2,HARDWARE,51.72821577520386
2017-08-20,2,HARDWARE,51.05449512202328
2017-08-16,2,HOME AND KITCHEN I,45.50150572995649
2017-08-17,2,HOME AND KITCHEN I,43.35010605543755
2017-08-18,2,HOME AND KITCHEN I,50.49389976014433
2017-08-19,2,HOME AND KITCHEN I,54.45108716551196
2017-08-20,2,HOME AND KITCHEN I,53.20590579754166
2017-08-16,2,HOME AND KITCHEN II,45.50150572995649
2017-08-17,2,HOME AND KITCHEN II,43.35010605543755
2017-08-18,2,HOME AND KITCHEN II,50.91331445852471
2017-08-19,2,HOME AND KITCHEN II,54.45108716551196
2017-08-20,2,HOME AND KITCHEN II,55.299119745721825
2017-08-16,2,HOME APPLIANCES,39.505290101032095
2017-08-17,2,HOME APPLIANCES,43.35010605543755
2017-08-18,2,HOME APPLIANCES,49.38155971159149
2017-08-19,2,HOME APPLIANCES,51.72821577520386
2017-08-20,2,HOME APPLIANCES,51.05449512202328
2017-08-16,2,HOME CARE,84.5946282998799
2017-08-17,2,HOME CARE,65.10467084790433
2017-08-18,2,HOME CARE,74.91228121267794
2017-08-19,2,HOME CARE,75.19309139959473
2017-08-20,2,HOME CARE,72.59827084254519
2017-08-16,2,LADIESWEAR,45.50150572995649
2017-08-17,2,LADIESWEAR,43.35010605543755
2017-08-18,2,LADIESWEAR,49.953020426381215
2017-08-19,2,LADIESWEAR,52.840555823756695
2017-08-20,2,LADIESWEAR,53.20590579754166
2017-08-16,2,LAWN AND GARDEN,45.50150572995649
2017-08-17,2,LAWN AND GARDEN,43.35010605543755
2017-08-18,2,LAWN AND GARDEN,49.953020426381215
2017-08-19,2,LAWN AND GARDEN,52.840555823756695
2017-08-20,2,LAWN AND GARDEN,53.20590579754166
2017-08-16,2,LINGERIE,45.50150572995649
2017-08-17,2,LINGERIE,43.35010605543755
2017-08-18,2,LINGERIE,49.38155971159149
2017-08-19,2,LINGERIE,52.29967648999358
2017-08-20,2,LINGERIE,51.05449512202328
2017-08-16,2,"LIQUOR,WINE,BEER",52.51991799671903
2017-08-17,2,"LIQUOR,WINE,BEER",49.73645549604995
2017-08-18,2,"LIQUOR,WINE,BEER",59.544065860823544
2017-08-19,2,"LIQUOR,WINE,BEER",55.15509405911351
2017-08-20,2,"LIQUOR,WINE,BEER",47.74118263049535
2017-08-16,2,MAGAZINES,45.54560293964789
2017-08-17,2,MAGAZINES,43.35010605543755
2017-08-18,2,MAGAZINES,49.38155971159149
2017-08-19,2,MAGAZINES,52.29967648999358
2017-08-20,2,MAGAZINES,49.220535909891105
2017-08-16,2,MEATS,126.38895503312885
2017-08-17,2,MEATS,85.69854434947078
2017-08-18,2,MEATS,99.20239462988282
2017-08-19,2,MEATS,97.11375907797252
2017-08-20,2,MEATS,85.08566098262813
2017-08-16,2,PERSONAL CARE,98.24607029922899
2017-08-17,2,PERSONAL CARE,67.84355956000358
2017-08-18,2,PERSONAL CARE,79.71588481209577
2017-08-19,2,PERSONAL CARE,81.2170263327198
2017-08-20,2,PERSONAL CARE,78.9248938001833
2017-08-16,2,PET SUPPLIES,45.43993905544816
2017-08-17,2,PET SUPPLIES,43.244442171237814
2017-08-18,2,PET SUPPLIES,49.27589582739177
2017-08-19,2,PET SUPPLIES,52.19401260579386
2017-08-20,2,PET SUPPLIES,51.39776021840529
2017-08-16,2,PLAYERS AND ELECTRONICS,45.43993905544816
2017-08-17,2,PLAYERS AND ELECTRONICS,43.244442171237814
2017-08-18,2,PLAYERS AND ELECTRONICS,49.27589582739177
2017-08-19,2,PLAYERS AND ELECTRONICS,52.19401260579386
2017-08-20,2,PLAYERS AND ELECTRONICS,51.938639552168404
2017-08-16,2,POULTRY,127.25423659569219
2017-08-17,2,POULTRY,82.25511874286448
2017-08-18,2,POULTRY,95.00936117457321
2017-08-19,2,POULTRY,101.76890418460597
2017-08-20,2,POULTRY,103.23274353377109
2017-08-16,2,PREPARED FOODS,53.600090848652094
2017-08-17,2,PREPARED FOODS,49.63079161185021
2017-08-18,2,PREPARED FOODS,59.43840197662381
2017-08-19,2,PREPARED FOODS,63.55069778134823
2017-08-20,2,PREPARED FOODS,56.48343086189041
2017-08-16,2,PRODUCE,181.54264161199092
2017-08-17,2,PRODUCE,67.6551052739911
2017-08-18,2,PRODUCE,109.85721752657048
2017-08-19,2,PRODUCE,112.43302999880612
2017-08-20,2,PRODUCE,127.50867092838925
2017-08-16,2,SCHOOL AND OFFICE SUPPLIES,39.451141409002446
2017-08-17,2,SCHOOL AND OFFICE SUPPLIES,43.2518601537165
2017-08-18,2,SCHOOL AND OFFICE SUPPLIES,49.28331380987044
2017-08-19,2,SCHOOL AND OFFICE SUPPLIES,51.62996987348281
2017-08-20,2,SCHOOL AND OFFICE SUPPLIES,51.40517820088396
2017-08-16,2,SEAFOOD,45.44735703792684
2017-08-17,2,SEAFOOD,43.2518601537165
2017-08-18,2,SEAFOOD,50.81506855680366
2017-08-19,2,SEAFOOD,54.35284126379091
2017-08-20,2,SEAFOOD,55.6498028245825
2017-08-16,3,AUTOMOTIVE,45.4650976311955
2017-08-17,3,AUTOMOTIVE,43.14932255303407
2017-08-18,3,AUTOMOTIVE,49.18077620918801
2017-08-19,3,AUTOMOTIVE,52.1289883104947
2017-08-20,3,AUTOMOTIVE,51.82533597189206
2017-08-16,3,BABY CARE,218.8203332664615
2017-08-17,3,BABY CARE,56.37724488290536
2017-08-18,3,BABY CARE,50.74262627902583
2017-08-19,3,BABY CARE,54.143359859828045
2017-08-20,3,BABY CARE,56.24064348574967
2017-08-16,3,BEAUTY,45.4650976311955
2017-08-17,3,BEAUTY,43.14932255303407
2017-08-18,3,BEAUTY,49.78233224688233
2017-08-19,3,BEAUTY,52.66986764425781
2017-08-20,3,BEAUTY,53.43586731364732
2017-08-16,3,BEVERAGES,320.34272850737165
2017-08-17,3,BEVERAGES,65.07252213344198
2017-08-18,3,BEVERAGES,143.61789681258153
2017-08-19,3,BEVERAGES,161.481416341131
2017-08-20,3,BEVERAGES,248.05963718574043
2017-08-16,3,BOOKS,218.8203332664615
2017-08-17,3,BOOKS,56.37724488290536
2017-08-18,3,BOOKS,50.71253095612123
2017-08-19,3,BOOKS,54.113264536923445
2017-08-20,3,BOOKS,56.21054816284507
2017-08-16,3,BREAD/BAKERY,182.09561288446426
2017-08-17,3,BREAD/BAKERY,89.92581279077186
2017-08-18,3,BREAD/BAKERY,116.4078564238047
2017-08-19,3,BREAD/BAKERY,124.19732302809444
2017-08-20,3,BREAD/BAKERY,114.20152478343464
2017-08-16,3,CELEBRATION,45.4650976311955
2017-08-17,3,CELEBRATION,43.14932255303407
2017-08-18,3,CELEBRATION,50.71253095612123
2017-08-19,3,CELEBRATION,54.250303663108475
2017-08-20,3,CELEBRATION,53.40577199074272
2017-08-16,3,CLEANING,151.20819678702787
2017-08-17,3,CLEANING,57.533286718242216
2017-08-18,3,CLEANING,110.37466515150197
2017-08-19,3,CLEANING,119.58692474723767
2017-08-20,3,CLEANING,121.69475546685446
2017-08-16,3,DAIRY,200.15205458132746
2017-08-17,3,DAIRY,89.51462204604096
2017-08-18,3,DAIRY,103.00406513222089
2017-08-19,3,DAIRY,116.3594436201714
2017-08-20,3,DAIRY,137.0506229819361
2017-08-16,3,DELI,101.21619794200957
2017-08-17,3,DELI,65.69408957559953
2017-08-18,3,DELI,84.33961848028306
2017-08-19,3,DELI,85.90780261016903
2017-08-20,3,DELI,90.83320267111125
2017-08-16,3,EGGS,117.48235156327509
2017-08-17,3,EGGS,66.97927351099251
2017-08-18,3,EGGS,88.5326519355927
2017-08-19,3,EGGS,91.09916149031585
2017-08-20,3,EGGS,98.08240928800923
2017-08-16,3,FROZEN FOODS,101.25260604077056
2017-08-17,3,FROZEN FOODS,66.67245254592495
2017-08-18,3,FROZEN FOODS,85.31798145060849
2017-08-19,3,FROZEN FOODS,93.77076320784538
2017-08-20,3,FROZEN FOODS,82.65689592910559
2017-08-16,3,GROCERY I,437.8296079977582
2017-08-17,3,GROCERY I,69.35799119646576
2017-08-18,3,GROCERY I,139.9445385803835
2017-08-19,3,GROCERY I,119.5611652641663
2017-08-20,3,GROCERY I,269.9380998283565
2017-08-16,3,GROCERY II,46.08969136408503
2017-08-17,3,GROCERY II,43.479589851301945
2017-08-18,3,GROCERY II,51.042798254389105
2017-08-19,3,GROCERY II,55.02561026324911
2017-08-20,3,GROCERY II,56.01068196964401
2017-08-16,3,HARDWARE,45.50150572995649
2017-08-17,3,HARDWARE,43.35010605543755
2017-08-18,3,HARDWARE,49.38155971159149
2017-08-19,3,HARDWARE,51.72821577520386
2017-08-20,3,HARDWARE,51.05449512202328
2017-08-16,3,HOME AND KITCHEN I,46.08969136408503
2017-08-17,3,HOME AND KITCHEN I,43.479589851301945
2017-08-18,3,HOME AND KITCHEN I,50.91331445852471
2017-08-19,3,HOME AND KITCHEN I,55.02561026324911
2017-08-20,3,HOME AND KITCHEN I,56.01068196964401
2017-08-16,3,HOME AND KITCHEN II,45.50150572995649
2017-08-17,3,HOME AND KITCHEN II,43.35010605543755
2017-08-18,3,HOME AND KITCHEN II,50.91331445852471
2017-08-19,3,HOME AND KITCHEN II,54.31404803932693
2017-08-20,3,HOME AND KITCHEN II,55.299119745721825
2017-08-16,3,HOME APPLIANCES,39.505290101032095
2017-08-17,3,HOME APPLIANCES,43.35010605543755
2017-08-18,3,HOME APPLIANCES,49.38155971159149
2017-08-19,3,HOME APPLIANCES,51.72821577520386
2017-08-20,3,HOME APPLIANCES,51.05449512202328
2017-08-16,3,HOME CARE,125.44749163435331
2017-08-17,3,HOME CARE,76.00716462550608
2017-08-18,3,HOME CARE,89.51101490591812
2017-08-19,3,HOME CARE,92.07752446064127
2017-08-20,3,HOME CARE,95.16450403541229
2017-08-16,3,LADIESWEAR,45.50150572995649
2017-08-17,3,LADIESWEAR,43.35010605543755
2017-08-18,3,LADIESWEAR,50.91331445852471
2017-08-19,3,LADIESWEAR,54.31404803932693
2017-08-20,3,LADIESWEAR,55.299119745721825
2017-08-16,3,LAWN AND GARDEN,45.96020756822063
2017-08-17,3,LAWN AND GARDEN,43.35010605543755
2017-08-18,3,LAWN AND GARDEN,50.91331445852471
2017-08-19,3,LAWN AND GARDEN,54.31404803932693
2017-08-20,3,LAWN AND GARDEN,55.299119745721825
2017-08-16,3,LINGERIE,45.50150572995649
2017-08-17,3,LINGERIE,43.35010605543755
2017-08-18,3,LINGERIE,50.49389976014433
2017-08-19,3,LINGERIE,54.45108716551196
2017-08-20,3,LINGERIE,53.20590579754166
2017-08-16,3,"LIQUOR,WINE,BEER",95.44068012701385
2017-08-17,3,"LIQUOR,WINE,BEER",74.46115223958334
2017-08-18,3,"LIQUOR,WINE,BEER",80.17068270208667
2017-08-19,3,"LIQUOR,WINE,BEER",75.19309139959473
2017-08-20,3,"LIQUOR,WINE,BEER",61.91275032365368
2017-08-16,3,MAGAZINES,45.54560293964789
2017-08-17,3,MAGAZINES,43.35010605543755
2017-08-18,3,MAGAZINES,50.91331445852471
2017-08-19,3,MAGAZINES,54.45108716551196
2017-08-20,3,MAGAZINES,50.83106725164637
2017-08-16,3,MEATS,185.85824543626507
2017-08-17,3,MEATS,102.63975609451282
2017-08-18,3,MEATS,102.64582023648912
2017-08-19,3,MEATS,109.4053632465219
2017-08-20,3,MEATS,105.20600039566041
2017-08-16,3,PERSONAL CARE,134.31768700544617
2017-08-17,3,PERSONAL CARE,85.69854434947078
2017-08-18,3,PERSONAL CARE,102.64582023648912
2017-08-19,3,PERSONAL CARE,105.96193763991558
2017-08-20,3,PERSONAL CARE,110.64048824400739
2017-08-16,3,PET SUPPLIES,45.43993905544816
2017-08-17,3,PET SUPPLIES,43.244442171237814
2017-08-18,3,PET SUPPLIES,49.847356542181494
2017-08-19,3,PET SUPPLIES,52.19401260579386
2017-08-20,3,PET SUPPLIES,52.35805425054878
2017-08-16,3,PLAYERS AND ELECTRONICS,45.43993905544816
2017-08-17,3,PLAYERS AND ELECTRONICS,43.244442171237814
2017-08-18,3,PLAYERS AND ELECTRONICS,50.80765057432499
2017-08-19,3,PLAYERS AND ELECTRONICS,54.345423281312236
2017-08-20,3,PLAYERS AND ELECTRONICS,53.549170893923666
2017-08-16,3,POULTRY,192.9853278106682
2017-08-17,3,POULTRY,102.73954441155497
2017-08-18,3,POULTRY,126.30001965017291
2017-08-19,3,POULTRY,138.5189483173912
2017-08-20,3,POULTRY,126.72504319522581
2017-08-16,3,PREPARED FOODS,103.97151988307394
2017-08-17,3,PREPARED FOODS,67.84355956000358
2017-08-18,3,PREPARED FOODS,74.45748332268704
2017-08-19,3,PREPARED FOODS,81.2170263327198
2017-08-20,3,PREPARED FOODS,72.59240193313605
2017-08-16,3,PRODUCE,634.6822937898736
2017-08-17,3,PRODUCE,162.31521389800727
2017-08-18,3,PRODUCE,161.50655236675985
2017-08-19,3,PRODUCE,110.79638648500382
2017-08-20,3,PRODUCE,153.7742414760103
2017-08-16,3,SCHOOL AND OFFICE SUPPLIES,45.44735703792684
2017-08-17,3,SCHOOL AND OFFICE SUPPLIES,43.2518601537165
2017-08-18,3,SCHOOL AND OFFICE SUPPLIES,49.28331380987044
2017-08-19,3,SCHOOL AND OFFICE SUPPLIES,51.62996987348281
2017-08-20,3,SCHOOL AND OFFICE SUPPLIES,51.40517820088396
2017-08-16,3,SEAFOOD,46.03554267205538
2017-08-17,3,SEAFOOD,43.381343949580895
2017-08-18,3,SEAFOOD,50.944552352668055
2017-08-19,3,SEAFOOD,54.92736436152806
2017-08-20,3,SEAFOOD,56.36136504850469
2017-08-16,4,AUTOMOTIVE,45.4650976311955
2017-08-17,4,AUTOMOTIVE,43.14932255303407
2017-08-18,4,AUTOMOTIVE,49.18077620918801
2017-08-19,4,AUTOMOTIVE,52.1289883104947
2017-08-20,4,AUTOMOTIVE,51.284456638128944
2017-08-16,4,BABY CARE,218.8203332664615
2017-08-17,4,BABY CARE,56.37724488290536
2017-08-18,4,BABY CARE,50.74262627902583
2017-08-19,4,BABY CARE,54.143359859828045
2017-08-20,4,BABY CARE,56.24064348574967
2017-08-16,4,BEAUTY,45.4650976311955
2017-08-17,4,BEAUTY,43.14932255303407
2017-08-18,4,BEAUTY,49.18077620918801
2017-08-19,4,BEAUTY,52.1289883104947
2017-08-20,4,BEAUTY,51.284456638128944
2017-08-16,4,BEVERAGES,189.31466653462647
2017-08-17,4,BEVERAGES,61.15814485632212
2017-08-18,4,BEVERAGES,131.39226053308488
2017-08-19,4,BEVERAGES,121.59658047392662
2017-08-20,4,BEVERAGES,136.27376334015344
2017-08-16,4,BOOKS,218.8203332664615
2017-08-17,4,BOOKS,56.37724488290536
2017-08-18,4,BOOKS,50.71253095612123
2017-08-19,4,BOOKS,54.113264536923445
2017-08-20,4,BOOKS,56.21054816284507
2017-08-16,4,BREAD/BAKERY,101.21619794200957
2017-08-17,4,BREAD/BAKERY,66.47166904352147
2017-08-18,4,BREAD/BAKERY,85.117197948205
2017-08-19,4,BREAD/BAKERY,93.5699797054419
2017-08-20,4,BREAD/BAKERY,82.85676212230666
2017-08-16,4,CELEBRATION,45.4650976311955
2017-08-17,4,CELEBRATION,43.14932255303407
2017-08-18,4,CELEBRATION,49.18077620918801
2017-08-19,4,CELEBRATION,52.0988929875901
2017-08-20,4,CELEBRATION,51.79524064898746
2017-08-16,4,CLEANING,158.9961276333261
2017-08-17,4,CLEANING,75.8063811231026
2017-08-18,4,CLEANING,92.75365701012093
2017-08-19,4,CLEANING,99.51320002015372
2017-08-20,4,CLEANING,86.91957522823722
2017-08-16,4,DAIRY,155.71908164252235
2017-08-17,4,DAIRY,75.02880165518066
